time,gap_id,side,x,y,vx,vy,ns
9.655000,10,left,3.809314,0.375924,-0.254633,-0.058991,simp
9.655000,8,right,2.608425,1.747246,-0.501359,-0.090119,simp
9.685000,18,left,2.954061,1.226272,0.000000,0.000000,simp
9.685000,19,right,3.577626,0.944883,0.000000,0.000000,simp
9.685000,10,left,3.845904,0.379535,-0.236619,-0.060682,simp
9.685000,8,right,2.576284,1.771992,-0.531496,-0.094446,simp
9.720000,10,left,3.793241,0.421492,-0.227705,-0.057815,simp
9.720000,8,right,2.498725,1.718646,-0.565967,-0.110832,simp
9.765000,10,left,3.822645,0.424760,-0.211465,-0.058166,simp
9.765000,8,right,2.479969,1.751050,-0.592912,-0.121545,simp
9.800000,10,left,3.775183,0.466545,-0.203309,-0.054008,simp
9.800000,8,right,2.452963,1.731981,-0.614635,-0.136723,simp
9.845000,22,left,2.902336,1.289354,-0.000000,-0.000000,simp
9.845000,23,right,3.528551,1.025374,-0.000000,-0.000000,simp
9.845000,10,left,3.795367,0.469039,-0.189624,-0.053266,simp
9.845000,8,right,2.449311,1.774931,-0.627179,-0.143989,simp
9.885000,10,left,3.744271,0.509540,-0.184587,-0.048304,simp
9.885000,8,right,2.427045,1.758796,-0.635145,-0.155192,simp
9.920000,26,left,2.847616,1.307201,0.000000,0.000000,simp
9.920000,27,right,3.518617,1.069576,0.000000,0.000000,simp
9.920000,10,left,3.747688,0.510005,-0.176824,-0.047268,simp
9.920000,8,right,2.423656,1.802201,-0.635301,-0.158619,simp
9.970000,26,left,2.781324,1.318412,-0.000001,0.000001,simp
9.970000,27,right,3.481436,1.058274,-0.000001,0.000001,simp
9.970000,10,left,3.761421,0.511874,-0.164880,-0.049326,simp
9.970000,8,right,2.401063,1.785402,-0.632345,-0.166318,simp
10.005000,26,left,2.771254,1.313639,-0.007204,-0.005588,simp
10.005000,27,right,3.512233,1.114991,0.006944,0.006279,simp
10.005000,10,left,3.678988,0.546810,-0.167353,-0.047870,simp
10.005000,8,right,2.397884,1.829249,-0.622989,-0.166307,simp
10.060000,26,left,2.686420,1.314119,-0.051251,-0.018978,simp
10.060000,27,right,3.466677,1.100529,-0.002141,-0.001996,simp
10.060000,10,left,3.669024,0.545329,-0.168846,-0.050238,simp
10.060000,8,right,2.374780,1.811624,-0.611766,-0.171001,simp
10.085000,26,left,2.600314,1.311864,-0.142470,-0.042818,simp
10.085000,27,right,3.442087,1.092723,-0.020728,-0.027189,simp
10.085000,10,left,3.682923,0.547395,-0.164973,-0.055296,simp
10.085000,8,right,2.371431,1.855636,-0.595260,-0.168207,simp
10.125000,26,left,2.509817,1.305166,-0.281050,-0.079283,simp
10.125000,27,right,3.455583,1.143964,-0.018329,-0.023049,simp
10.125000,10,left,3.560663,0.574056,-0.181668,-0.057956,simp
10.125000,8,right,2.350265,1.839074,-0.577365,-0.170045,simp
10.165000,26,left,2.426634,1.300061,-0.448422,-0.122171,simp
10.165000,27,right,3.430830,1.135770,-0.029171,-0.039265,simp
10.165000,10,left,3.541771,0.571010,-0.197585,-0.063690,simp
10.165000,8,right,2.352035,1.887543,-0.554857,-0.163213,simp
10.205000,26,left,2.416030,1.294380,-0.564387,-0.166452,simp
10.205000,27,right,3.456640,1.191670,-0.006579,-0.014457,simp
10.205000,10,left,3.537523,0.570325,-0.209699,-0.071285,simp
10.205000,8,right,2.329115,1.869149,-0.533000,-0.161103,simp
10.260000,26,left,2.334226,1.287740,-0.693716,-0.208272,simp
10.260000,27,right,3.425961,1.181093,-0.008671,-0.015483,simp
10.260000,10,left,3.449319,0.599708,-0.234163,-0.074531,simp
10.260000,8,right,2.353029,1.936382,-0.503194,-0.146949,simp
10.285000,26,left,2.267749,1.287687,-0.811711,-0.239435,simp
10.285000,27,right,3.406749,1.174470,-0.019043,-0.030787,simp
10.285000,10,left,3.439476,0.597997,-0.254657,-0.079565,simp
10.285000,8,right,2.315168,1.905225,-0.478343,-0.140604,simp
10.325000,26,left,2.263259,1.285138,-0.867687,-0.262445,simp
10.325000,27,right,3.448733,1.236593,0.012225,-0.001113,simp
10.325000,10,left,3.436244,0.597435,-0.270283,-0.085606,simp
10.325000,8,right,2.298737,1.891704,-0.454127,-0.137686,simp
10.385000,26,left,2.272711,1.290504,-0.870851,-0.271127,simp
10.385000,27,right,3.419726,1.226192,0.017911,0.007155,simp
10.385000,10,left,3.437937,0.597729,-0.280749,-0.091590,simp
10.385000,8,right,2.288296,1.883111,-0.429911,-0.136301,simp
10.405000,26,left,2.205336,1.288361,-0.890477,-0.273650,simp
10.405000,27,right,3.405028,1.220922,0.015595,0.006075,simp
10.405000,10,left,3.444656,0.598898,-0.285719,-0.096804,simp
10.405000,8,right,2.311502,1.950369,-0.399790,-0.121773,simp
10.455000,26,left,2.206348,1.288952,-0.879478,-0.269485,simp
10.455000,27,right,3.393463,1.216775,0.009666,0.000969,simp
10.455000,10,left,3.451575,0.600100,-0.285847,-0.100871,simp
10.455000,8,right,2.287536,1.930147,-0.373773,-0.111970,simp
10.485000,26,left,2.205888,1.288683,-0.850442,-0.260667,simp
10.485000,27,right,3.379947,1.211929,0.000156,-0.005738,simp
10.485000,10,left,3.451687,0.600120,-0.283074,-0.103676,simp
10.485000,8,right,2.259850,1.906786,-0.352483,-0.106739,simp
10.525000,26,left,2.203271,1.287155,-0.812463,-0.248965,simp
10.525000,27,right,3.364511,1.206394,-0.012925,-0.012556,simp
10.525000,10,left,3.440431,0.598163,-0.280219,-0.105322,simp
10.525000,8,right,2.226707,1.878821,-0.336995,-0.106213,simp
10.580000,26,left,2.198061,1.284111,-0.771229,-0.235230,simp
10.580000,27,right,3.347945,1.200454,-0.028555,-0.018027,simp
10.580000,10,left,3.422146,0.594984,-0.278304,-0.105506,simp
10.580000,8,right,2.208991,1.910861,-0.323716,-0.098116,simp
10.605000,26,left,2.191090,1.280038,-0.730350,-0.220255,simp
10.605000,27,right,3.330359,1.194148,-0.046429,-0.021507,simp
10.605000,10,left,3.403383,0.591722,-0.277623,-0.103954,simp
10.605000,8,right,2.147385,1.857570,-0.321187,-0.099165,simp
10.655000,26,left,2.253093,1.279365,-0.663890,-0.202878,simp
10.655000,27,right,3.312986,1.187919,-0.065470,-0.022575,simp
10.655000,10,left,3.385870,0.588677,-0.277762,-0.100358,simp
10.655000,8,right,2.107108,1.868514,-0.324266,-0.095849,simp
10.685000,26,left,2.231225,1.266948,-0.612244,-0.188847,simp
10.685000,27,right,3.305507,1.185237,-0.081687,-0.020634,simp
10.685000,10,left,3.370004,0.585918,-0.278628,-0.095210,simp
10.685000,8,right,2.024921,1.795633,-0.340523,-0.104803,simp
10.725000,26,left,2.215721,1.258144,-0.569935,-0.175417,simp
10.725000,27,right,3.212761,1.107593,-0.124532,-0.041202,simp
10.725000,10,left,3.433917,0.553622,-0.264920,-0.093518,simp
10.725000,8,right,1.962284,1.783668,-0.364527,-0.112367,simp
10.765000,26,left,2.202057,1.250385,-0.534553,-0.162138,simp
10.765000,27,right,3.186692,1.098605,-0.164505,-0.055151,simp
10.765000,10,left,3.397241,0.547709,-0.257326,-0.089814,simp
10.765000,8,right,1.903407,1.773377,-0.394519,-0.118219,simp
10.805000,26,left,2.266120,1.250168,-0.481707,-0.147159,simp
10.805000,27,right,3.170503,1.093024,-0.199009,-0.063115,simp
10.805000,10,left,3.374039,0.543968,-0.252859,-0.084176,simp
10.805000,8,right,1.839740,1.714059,-0.430730,-0.131986,simp
10.855000,26,left,2.236935,1.234067,-0.443065,-0.135619,simp
10.855000,27,right,3.163771,1.090704,-0.226162,-0.065428,simp
10.855000,10,left,3.358126,0.541403,-0.249708,-0.076438,simp
10.855000,8,right,1.799855,1.718721,-0.467587,-0.140396,simp
10.885000,26,left,2.223214,1.226497,-0.411038,-0.125361,simp
10.885000,27,right,3.104781,1.027832,-0.261189,-0.080774,simp
10.885000,10,left,3.409594,0.506770,-0.234904,-0.073723,simp
10.885000,8,right,1.758900,1.679612,-0.504512,-0.152996,simp
10.925000,26,left,2.214102,1.221470,-0.383045,-0.115873,simp
10.925000,27,right,3.093215,1.024003,-0.289424,-0.091220,simp
10.925000,10,left,3.389954,0.503851,-0.223248,-0.069911,simp
10.925000,8,right,1.741504,1.704428,-0.536585,-0.157458,simp
10.980000,26,left,2.207554,1.217858,-0.357663,-0.107015,simp
10.980000,27,right,3.085832,1.021559,-0.310899,-0.097917,simp
10.980000,10,left,3.377054,0.501933,-0.213130,-0.065295,simp
10.980000,8,right,1.719214,1.682613,-0.564848,-0.163713,simp
11.005000,26,left,2.202592,1.215121,-0.334162,-0.098744,simp
11.005000,27,right,3.082744,1.020536,-0.325816,-0.101650,simp
11.005000,10,left,3.367472,0.500509,-0.203874,-0.060174,simp
11.005000,8,right,1.710428,1.674014,-0.586954,-0.169196,simp
11.050000,26,left,2.194826,1.210836,-0.312855,-0.091238,simp
11.050000,27,right,3.084505,1.021119,-0.334134,-0.102537,simp
11.050000,10,left,3.355182,0.498683,-0.195782,-0.054639,simp
11.050000,8,right,1.709930,1.673526,-0.601783,-0.172240,simp
11.085000,26,left,2.179802,1.202548,-0.295418,-0.084787,simp
11.085000,27,right,3.090006,1.022940,-0.336563,-0.100204,simp
11.085000,10,left,3.336091,0.495845,-0.190254,-0.048429,simp
11.085000,8,right,1.711362,1.674929,-0.610137,-0.172167,simp
11.125000,26,left,2.157715,1.190363,-0.282906,-0.079857,simp
11.125000,27,right,3.101674,1.026803,-0.332971,-0.094484,simp
