time,gap_id,side,x,y,vx,vy,ns
9.325000,5,left,-4.658542,-0.663155,0.288669,-0.197985,simp
9.325000,9,right,4.098136,1.190892,-0.255739,-0.006744,simp
9.365000,8,left,4.243506,0.684145,-0.258058,0.004309,simp
9.365000,3,right,4.899707,-0.728246,0.204932,-0.001476,simp
9.365000,5,left,-4.665208,-0.664104,0.283572,-0.201076,simp
9.365000,9,right,4.079439,1.185458,-0.262237,-0.012004,simp
9.405000,8,left,4.239797,0.683547,-0.251965,0.002738,simp
9.405000,3,right,4.892878,-0.727231,0.230330,-0.001590,simp
9.405000,5,left,-4.671570,-0.665009,0.276486,-0.202276,simp
9.405000,9,right,4.061279,1.180181,-0.268604,-0.017704,simp
9.445000,8,left,4.236909,0.683081,-0.244467,0.001087,simp
9.445000,3,right,4.886278,-0.726250,0.250466,-0.001664,simp
9.445000,5,left,-4.677759,-0.665890,0.267734,-0.201802,simp
9.445000,9,right,4.043555,1.175031,-0.274727,-0.023720,simp
9.485000,8,left,4.235171,0.682801,-0.235571,-0.000586,simp
9.485000,3,right,4.879834,-0.725292,0.265843,-0.001703,simp
9.485000,5,left,-4.683839,-0.666756,0.257600,-0.199857,simp
9.485000,9,right,4.147877,1.260856,-0.257651,-0.012864,simp
9.540000,8,left,4.233981,0.682609,-0.225410,-0.002244,simp
9.540000,3,right,4.873507,-0.724352,0.276933,-0.001711,simp
9.540000,5,left,-4.689845,-0.667611,0.246338,-0.196632,simp
9.540000,9,right,4.088625,1.242845,-0.251012,-0.006735,simp
9.565000,8,left,4.240469,0.683656,-0.212767,-0.003643,simp
9.565000,3,right,4.867202,-0.723415,0.284168,-0.001694,simp
9.565000,5,left,-4.695860,-0.668467,0.234165,-0.192305,simp
9.565000,9,right,4.061565,1.234619,-0.247567,-0.002979,simp
9.605000,8,left,4.090669,0.711215,-0.227402,0.000180,simp
9.605000,3,right,4.860953,-0.722486,0.287960,-0.001656,simp
9.605000,5,left,-4.701855,-0.669320,0.221284,-0.187038,simp
9.605000,9,right,4.037294,1.227241,-0.246437,-0.001183,simp
9.645000,8,left,4.082961,0.709875,-0.239260,0.003141,simp
9.645000,3,right,4.854799,-0.721571,0.288710,-0.001603,simp
9.645000,5,left,-4.707798,-0.670166,0.207885,-0.180985,simp
9.645000,9,right,4.014835,1.220414,-0.247015,-0.001020,simp
9.685000,8,left,4.075405,0.708561,-0.248554,0.005329,simp
9.685000,3,right,4.848719,-0.720668,0.286787,-0.001537,simp
9.685000,5,left,-4.713696,-0.671006,0.194139,-0.174284,simp
9.685000,9,right,3.993610,1.213963,-0.248861,-0.002226,simp
9.745000,8,left,4.062299,0.706283,-0.256561,0.006641,simp
9.745000,3,right,4.842692,-0.719772,0.282533,-0.001460,simp
9.745000,5,left,-4.719553,-0.671840,0.180198,-0.167064,simp
9.745000,9,right,3.961031,1.204059,-0.253945,-0.005275,simp
9.780000,8,left,4.055221,0.705052,-0.262243,0.007369,simp
9.780000,3,right,4.836637,-0.718872,0.276252,-0.001375,simp
9.780000,5,left,-4.725387,-0.672670,0.166194,-0.159440,simp
9.780000,9,right,3.941853,1.198230,-0.259324,-0.009159,simp
9.805000,8,left,4.048348,0.703857,-0.265794,0.007582,simp
9.805000,3,right,4.830608,-0.717976,0.268237,-0.001284,simp
9.805000,5,left,-4.731228,-0.673502,0.152237,-0.151519,simp
9.805000,9,right,3.923227,1.192568,-0.264819,-0.013720,simp
9.845000,8,left,4.041673,0.702697,-0.267405,0.007354,simp
9.845000,3,right,4.824871,-0.717123,0.258810,-0.001194,simp
9.845000,5,left,-4.736817,-0.674297,0.138474,-0.143392,simp
9.845000,9,right,3.905158,1.187075,-0.270273,-0.018805,simp
9.885000,8,left,4.035172,0.701566,-0.267263,0.006757,simp
9.885000,3,right,4.819511,-0.716327,0.248281,-0.001108,simp
9.885000,5,left,-4.742076,-0.675046,0.125048,-0.135147,simp
9.885000,9,right,3.887532,1.181717,-0.275567,-0.024276,simp
9.940000,8,left,4.023896,0.699606,-0.266475,0.005689,simp
9.940000,3,right,4.814440,-0.715573,0.236916,-0.001026,simp
9.940000,5,left,-4.747085,-0.675759,0.112068,-0.126862,simp
